,text,label
7398,"I received the results of the test paper of my major subject and á
I found that my result was not as good as a classmate who had á
recently changed his major subject.    I felt very ashamed.",shame
7399,"I had promised myself that I would do one good deed every day.  á
One night I saw a beggar whose muscles had been atrophyed.  I á
walked passed him thinking that he was feigning.  Later I á
realized that he had not been pretending and I had a feeling of á
guilt as I had not kept my promise.",guilt
7400,"Talkiing about the past happy hours with two friends at night in á
a camp a few months ago.  We shared our feelings	 notions and á
every hidden anxiety.  I thought that they cared for me and I á
was very happy and satified.",joy
7401,"I remember that my form 2 teacher was very fierce and dogmatic.  á
My feet would tremble whenever I saw her but I had to face the fact that á
I had to go for her class. ",fear
7402,"One night I could not practise my violin as my family was á
watching T.V with the lights off	 so I wanted to listen to some á
tapes.  It was dark so I asked my brother to bring me a torch	 á
however he scolded me.  I was so angry that I slammed my violin á
on the floor.",anger
7403,"My mother suffers from a mental illness.  One night she was not á
feeling well and was sent to the hospital.  I was scared that á
she would die	 and all night I was very sad and did not dare to á
close my eyes.",sadness
7404,"At the crowded conditions of living.  I always quarrel with my á
elder brother as he puts the T.V volume at a deafening level and á
I can not practise my piano lessons.  Thus I feel that my home is á
disgusting.",disgust
7405,"I lost my temper at my mother while she was teaching me.  I felt á
ashamed and sorry at having hurt my loving mother.",shame
7406,"I felt guilty at not having practised the piano.  I waste my á
teacher's time and guidance.",guilt
7407,"I watched a football match with my old friend.  The performance á
of the team was very good and the team members were full of á
spirit.  The match was excellent and every time a goal was scored á
I felt excited.",joy
7408,"When I got the midterm exam results	 the results were below á
average and were near the lowest.  I was scared of the final á
exam.",fear
7409,"When I came back to my hostel	 my bed was full of newspapers and á
dirty clothes.  My room-mate asked me to wash the clothes for him á
as he had no time (this was his responsibility).  The food we á
shared had been eaten up by him (I ate little).",anger
7410,"My sister was impolite to my father when the family was having á
lunch together at a restaurant.  She thought that our parents had á
been prejudiced against her	 this was an extreme thought.",sadness
7411,"When I was giving private tutorials to my student; he would not á
concentrate and was lazy.  He had not done the home work that I  á
had assigned and his academic level was very low.  It was a á
nuisance.",disgust
7412,"During a meeting I said something wrong and the others laughed at á
me.",shame
7413,"I entered the hostel this year.  My mother was ill and could not á
move and needed people to look after her.  Every week I left home á
to go back to school	 I felt guilty.",guilt
7414,I received a letter from a friend whom I was missing,joy
7415,"I feared that I would not be able to hand in the book-report on á
time as I had started working very late.  The book was difficult á
to read and my teacher did not accept my work as it was handed in á
late.",fear
7416,"My classmate always borrowed my notes and would not return it to á
me on time.  When I had a test she was selfish and irresponsible á
and so delayed my studies.",anger
7417,When I found that my coldness had hurt somebody's sincerity.,sadness
7418,When I was studying and someone disturbed me.,disgust
7419,"My teacher said that being university studets we did not have á
any self-initiative or self-control.",shame
7420,I took french leave to do my homework.,guilt
7421,"I realized that a fellow member had grown spiritually.  I was the á
leader of a spiritual group and had prayed for him.  He did not á
want to burn the incense but his mother forced him to do it.  á
Finally his mother told him that he could discontinue if he got á
good results at school.",joy
7422,Looking for the toilet in a dark place.,fear
7423,"I gave tutorial to a student and I found that he was lazy	 he did á
not pay attention to what I taught.  He did some easy questions á
wrong deliberately.",anger
7424,I saw a lot of starving people in a T.V news report.,sadness
7425,Our neighbour came and gossiped	 about others	 with my parents.,disgust
7426,"I promised a friend that I would return a book to it's owner for á
him 	 but I forgot to do it.",shame
7427,Saw a blue film in a cinema.,guilt
7428,"When I saw the certificate results	 I did not feel very happy as I á
did not realize that I had got all the credits until my á
classmates pointed it out to me.  My parents and my relatives á
praised me and I realized that my results were good i.e 2A	 5B	 á
2C.  I felt satisfied with the results and was happy.",joy
7429,"An hour before receiving the certificate results I was very á
frightened.  When I saw others crying I felt very tense and as á
time went by my fear grew.",fear
7430,"My classmate used her personal relations to get a seat for a á
subject that I wanted also.  I had taken the pains to help him á
apply and I did not get selected.  I did not like this as he had á
not told me the facts earlier	 he need not have lied to me.",anger
7431,"When my mother went through an operation	 it was not very serious á
but I was sad and could not sleep before the operation.",sadness
7432,"During a recent meeting	 Mr. A showed his excitement and á
overindulged in the notes delivered.  Though his curiosity could á
not be blamed	 his way of accquiring knowledge was an extreme á
behaviour e.g he always tried to know what I was reading and á
gained everything he could.",disgust
7433,"When I was doing my homework at home	 some relatives came and á
advised me to help my mother do the house-work.",shame
7434,"While quarreling with my brother I broke the glass door of the á
cupboard and a china doll.  We were scolded by my father for á
breaking the door but we did not tell him about the door.",guilt
